State,County,cooling system type,climate zone,PUE mean
Georgia,Coffee County,5,3A,1.63775
Georgia,Coffee County,6,3A,1.62605
Georgia,Coffee County,7,3A,1.8597
Georgia,Coffee County,8,3A,1.87095
Georgia,Coffee County,9,3A,2.0324
Georgia,Coffee County,10,3A,2.1448
Georgia,Coffee County,11,3A,1.2664
Georgia,Coffee County,12,3A,1.4528
Georgia,Coffee County,13,3A,1.37885
Georgia,Coffee County,14,3A,1.60905
Georgia,Colquitt County,1,2A,1.2454
Georgia,Colquitt County,2,2A,1.18025
Georgia,Colquitt County,3,2A,1.58525
Georgia,Colquitt County,4,2A,1.4445
Georgia,Colquitt County,5,2A,1.6482
Georgia,Colquitt County,6,2A,1.7992
Georgia,Colquitt County,7,2A,1.9688
Georgia,Colquitt County,8,2A,1.8865
Georgia,Colquitt County,9,2A,2.15985
Georgia,Colquitt County,10,2A,2.19655
Georgia,Colquitt County,11,2A,1.29975
Georgia,Colquitt County,12,2A,1.47915
Georgia,Colquitt County,13,2A,1.39785
Georgia,Colquitt County,14,2A,1.7466
Georgia,Columbia County,1,3A,1.1968
Georgia,Columbia County,2,3A,1.15765
Georgia,Columbia County,3,3A,1.53995
Georgia,Columbia County,4,3A,1.4143
Georgia,Columbia County,5,3A,1.63775
Georgia,Columbia County,6,3A,1.62605
Georgia,Columbia County,7,3A,1.8597
Georgia,Columbia County,8,3A,1.87095
Georgia,Columbia County,9,3A,2.0324
Georgia,Columbia County,10,3A,2.1448
Georgia,Columbia County,11,3A,1.2664
Georgia,Columbia County,12,3A,1.4528
Georgia,Columbia County,13,3A,1.37885
Georgia,Columbia County,14,3A,1.60905
Georgia,Cook County,1,2A,1.2454
Georgia,Cook County,2,2A,1.18025
Georgia,Cook County,3,2A,1.58525
Georgia,Cook County,4,2A,1.4445
Georgia,Cook County,5,2A,1.6482
Georgia,Cook County,6,2A,1.7992
Georgia,Cook County,7,2A,1.9688
Georgia,Cook County,8,2A,1.8865
Georgia,Cook County,9,2A,2.15985
Georgia,Cook County,10,2A,2.19655
Georgia,Cook County,11,2A,1.29975
Georgia,Cook County,12,2A,1.47915
Georgia,Cook County,13,2A,1.39785
Georgia,Cook County,14,2A,1.7466
Georgia,Coweta County,1,3A,1.1968
Georgia,Coweta County,2,3A,1.15765
Georgia,Coweta County,3,3A,1.53995
Georgia,Coweta County,4,3A,1.4143
Georgia,Coweta County,5,3A,1.63775
Georgia,Coweta County,6,3A,1.62605
Georgia,Coweta County,7,3A,1.8597
Georgia,Coweta County,8,3A,1.87095
Georgia,Coweta County,9,3A,2.0324
Georgia,Coweta County,10,3A,2.1448
Georgia,Coweta County,11,3A,1.2664
Georgia,Coweta County,12,3A,1.4528
Georgia,Coweta County,13,3A,1.37885
Georgia,Coweta County,14,3A,1.60905
Georgia,Crawford County,1,3A,1.1968
Georgia,Crawford County,2,3A,1.15765
Georgia,Crawford County,3,3A,1.53995
Georgia,Crawford County,4,3A,1.4143
Georgia,Crawford County,5,3A,1.63775
Georgia,Crawford County,6,3A,1.62605
Georgia,Crawford County,7,3A,1.8597
Georgia,Crawford County,8,3A,1.87095
Georgia,Crawford County,9,3A,2.0324
Georgia,Crawford County,10,3A,2.1448
Georgia,Crawford County,11,3A,1.2664
Georgia,Crawford County,12,3A,1.4528
Georgia,Crawford County,13,3A,1.37885
Georgia,Crawford County,14,3A,1.60905
Georgia,Crisp County,1,3A,1.1968
Georgia,Crisp County,2,3A,1.15765
Georgia,Crisp County,3,3A,1.53995
Georgia,Crisp County,4,3A,1.4143
Georgia,Crisp County,5,3A,1.63775
Georgia,Crisp County,6,3A,1.62605
Georgia,Crisp County,7,3A,1.8597
Georgia,Crisp County,8,3A,1.87095
Georgia,Crisp County,9,3A,2.0324
Georgia,Crisp County,10,3A,2.1448
Georgia,Crisp County,11,3A,1.2664
Georgia,Crisp County,12,3A,1.4528
Georgia,Crisp County,13,3A,1.37885
Georgia,Crisp County,14,3A,1.60905
Georgia,Dade County,1,4A,1.17335
Georgia,Dade County,2,4A,1.14975
Georgia,Dade County,3,4A,1.5183
Georgia,Dade County,4,4A,1.3989
Georgia,Dade County,5,4A,1.62745
Georgia,Dade County,6,4A,1.5598
Georgia,Dade County,7,4A,1.77255
Georgia,Dade County,8,4A,1.8474
Georgia,Dade County,9,4A,1.9314
Georgia,Dade County,10,4A,2.1151
Georgia,Dade County,11,4A,1.28235
Georgia,Dade County,12,4A,1.43915
Georgia,Dade County,13,4A,1.36535
Georgia,Dade County,14,4A,1.5873
Georgia,Dawson County,1,4A,1.17335
Georgia,Dawson County,2,4A,1.14975
Georgia,Dawson County,3,4A,1.5183
Georgia,Dawson County,4,4A,1.3989
Georgia,Dawson County,5,4A,1.62745
Georgia,Dawson County,6,4A,1.5598
Georgia,Dawson County,7,4A,1.77255
Georgia,Dawson County,8,4A,1.8474
Georgia,Dawson County,9,4A,1.9314
Georgia,Dawson County,10,4A,2.1151
Georgia,Dawson County,11,4A,1.28235
Georgia,Dawson County,12,4A,1.43915
Georgia,Dawson County,13,4A,1.36535
Georgia,Dawson County,14,4A,1.5873
Georgia,DeKalb County,1,3A,1.1968
Georgia,DeKalb County,2,3A,1.15765
Georgia,DeKalb County,3,3A,1.53995
Georgia,DeKalb County,4,3A,1.4143
Georgia,DeKalb County,5,3A,1.63775
Georgia,DeKalb County,6,3A,1.62605
Georgia,DeKalb County,7,3A,1.8597
Georgia,DeKalb County,8,3A,1.87095
Georgia,DeKalb County,9,3A,2.0324
Georgia,DeKalb County,10,3A,2.1448
Georgia,DeKalb County,11,3A,1.2664
Georgia,DeKalb County,12,3A,1.4528
Georgia,DeKalb County,13,3A,1.37885
Georgia,DeKalb County,14,3A,1.60905
Georgia,Decatur County,1,2A,1.2454
Georgia,Decatur County,2,2A,1.18025
Georgia,Decatur County,3,2A,1.58525
Georgia,Decatur County,4,2A,1.4445
Georgia,Decatur County,5,2A,1.6482
Georgia,Decatur County,6,2A,1.7992
Georgia,Decatur County,7,2A,1.9688
Georgia,Decatur County,8,2A,1.8865
Georgia,Decatur County,9,2A,2.15985
Georgia,Decatur County,10,2A,2.19655
Georgia,Decatur County,11,2A,1.29975
Georgia,Decatur County,12,2A,1.47915
Georgia,Decatur County,13,2A,1.39785
Georgia,Decatur County,14,2A,1.7466
Georgia,Dodge County,1,3A,1.1968
Georgia,Dodge County,2,3A,1.15765
Georgia,Dodge County,3,3A,1.53995
Georgia,Dodge County,4,3A,1.4143
Georgia,Dodge County,5,3A,1.63775
Georgia,Dodge County,6,3A,1.62605
Georgia,Dodge County,7,3A,1.8597
Georgia,Dodge County,8,3A,1.87095
Georgia,Dodge County,9,3A,2.0324
Georgia,Dodge County,10,3A,2.1448
Georgia,Dodge County,11,3A,1.2664
Georgia,Dodge County,12,3A,1.4528
Georgia,Dodge County,13,3A,1.37885
Georgia,Dodge County,14,3A,1.60905
Georgia,Dooly County,1,3A,1.1968
Georgia,Dooly County,2,3A,1.15765
Georgia,Dooly County,3,3A,1.53995
Georgia,Dooly County,4,3A,1.4143
Georgia,Dooly County,5,3A,1.63775
Georgia,Dooly County,6,3A,1.62605
Georgia,Dooly County,7,3A,1.8597
Georgia,Dooly County,8,3A,1.87095
Georgia,Dooly County,9,3A,2.0324
Georgia,Dooly County,10,3A,2.1448
Georgia,Dooly County,11,3A,1.2664
Georgia,Dooly County,12,3A,1.4528
Georgia,Dooly County,13,3A,1.37885
Georgia,Dooly County,14,3A,1.60905
Georgia,Dougherty County,1,3A,1.1968
Georgia,Dougherty County,2,3A,1.15765
Georgia,Dougherty County,3,3A,1.53995
Georgia,Dougherty County,4,3A,1.4143
Georgia,Dougherty County,5,3A,1.63775
Georgia,Dougherty County,6,3A,1.62605
Georgia,Dougherty County,7,3A,1.8597
Georgia,Dougherty County,8,3A,1.87095
Georgia,Dougherty County,9,3A,2.0324
Georgia,Dougherty County,10,3A,2.1448
Georgia,Dougherty County,11,3A,1.2664
Georgia,Dougherty County,12,3A,1.4528
Georgia,Dougherty County,13,3A,1.37885
Georgia,Dougherty County,14,3A,1.60905
Georgia,Douglas County,1,3A,1.1968
Georgia,Douglas County,2,3A,1.15765
Georgia,Douglas County,3,3A,1.53995
Georgia,Douglas County,4,3A,1.4143
Georgia,Douglas County,5,3A,1.63775
Georgia,Douglas County,6,3A,1.62605
Georgia,Douglas County,7,3A,1.8597
Georgia,Douglas County,8,3A,1.87095
Georgia,Douglas County,9,3A,2.0324
Georgia,Douglas County,10,3A,2.1448
Georgia,Douglas County,11,3A,1.2664
Georgia,Douglas County,12,3A,1.4528
Georgia,Douglas County,13,3A,1.37885
Georgia,Douglas County,14,3A,1.60905
Georgia,Early County,1,3A,1.1968
Georgia,Early County,2,3A,1.15765
Georgia,Early County,3,3A,1.53995
Georgia,Early County,4,3A,1.4143
Georgia,Early County,5,3A,1.63775
Georgia,Early County,6,3A,1.62605
Georgia,Early County,7,3A,1.8597
Georgia,Early County,8,3A,1.87095
Georgia,Early County,9,3A,2.0324
Georgia,Early County,10,3A,2.1448
Georgia,Early County,11,3A,1.2664
Georgia,Early County,12,3A,1.4528
Georgia,Early County,13,3A,1.37885
Georgia,Early County,14,3A,1.60905
Georgia,Echols County,1,2A,1.2454
Georgia,Echols County,2,2A,1.18025
Georgia,Echols County,3,2A,1.58525
Georgia,Echols County,4,2A,1.4445
Georgia,Echols County,5,2A,1.6482
Georgia,Echols County,6,2A,1.7992
Georgia,Echols County,7,2A,1.9688
Georgia,Echols County,8,2A,1.8865
Georgia,Echols County,9,2A,2.15985
Georgia,Echols County,10,2A,2.19655
Georgia,Echols County,11,2A,1.29975
Georgia,Echols County,12,2A,1.47915
Georgia,Echols County,13,2A,1.39785
Georgia,Echols County,14,2A,1.7466
Georgia,Effingham County,1,2A,1.2454
Georgia,Effingham County,2,2A,1.18025
Georgia,Effingham County,3,2A,1.58525
Georgia,Effingham County,4,2A,1.4445
Georgia,Effingham County,5,2A,1.6482
Georgia,Effingham County,6,2A,1.7992
Georgia,Effingham County,7,2A,1.9688
Georgia,Effingham County,8,2A,1.8865
Georgia,Effingham County,9,2A,2.15985
Georgia,Effingham County,10,2A,2.19655
Georgia,Effingham County,11,2A,1.29975
Georgia,Effingham County,12,2A,1.47915
Georgia,Effingham County,13,2A,1.39785
Georgia,Effingham County,14,2A,1.7466
Georgia,Elbert County,1,3A,1.1968
Georgia,Elbert County,2,3A,1.15765
Georgia,Elbert County,3,3A,1.53995
Georgia,Elbert County,4,3A,1.4143
Georgia,Elbert County,5,3A,1.63775
Georgia,Elbert County,6,3A,1.62605
Georgia,Elbert County,7,3A,1.8597
Georgia,Elbert County,8,3A,1.87095
Georgia,Elbert County,9,3A,2.0324
Georgia,Elbert County,10,3A,2.1448
Georgia,Elbert County,11,3A,1.2664
Georgia,Elbert County,12,3A,1.4528
Georgia,Elbert County,13,3A,1.37885
Georgia,Elbert County,14,3A,1.60905
Georgia,Emanuel County,1,3A,1.1968
Georgia,Emanuel County,2,3A,1.15765
Georgia,Emanuel County,3,3A,1.53995
Georgia,Emanuel County,4,3A,1.4143
Georgia,Emanuel County,5,3A,1.63775
Georgia,Emanuel County,6,3A,1.62605
Georgia,Emanuel County,7,3A,1.8597
Georgia,Emanuel County,8,3A,1.87095
Georgia,Emanuel County,9,3A,2.0324
Georgia,Emanuel County,10,3A,2.1448
Georgia,Emanuel County,11,3A,1.2664
Georgia,Emanuel County,12,3A,1.4528
Georgia,Emanuel County,13,3A,1.37885
Georgia,Emanuel County,14,3A,1.60905
Georgia,Evans County,1,2A,1.2454
Georgia,Evans County,2,2A,1.18025
Georgia,Evans County,3,2A,1.58525
Georgia,Evans County,4,2A,1.4445
Georgia,Evans County,5,2A,1.6482
Georgia,Evans County,6,2A,1.7992
Georgia,Evans County,7,2A,1.9688
Georgia,Evans County,8,2A,1.8865
Georgia,Evans County,9,2A,2.15985
Georgia,Evans County,10,2A,2.19655
Georgia,Evans County,11,2A,1.29975
Georgia,Evans County,12,2A,1.47915
Georgia,Evans County,13,2A,1.39785
Georgia,Evans County,14,2A,1.7466
Georgia,Fannin County,1,4A,1.17335
Georgia,Fannin County,2,4A,1.14975
Georgia,Fannin County,3,4A,1.5183
Georgia,Fannin County,4,4A,1.3989
Georgia,Fannin County,5,4A,1.62745
Georgia,Fannin County,6,4A,1.5598
Georgia,Fannin County,7,4A,1.77255
Georgia,Fannin County,8,4A,1.8474
Georgia,Fannin County,9,4A,1.9314
Georgia,Fannin County,10,4A,2.1151
Georgia,Fannin County,11,4A,1.28235
Georgia,Fannin County,12,4A,1.43915
Georgia,Fannin County,13,4A,1.36535
Georgia,Fannin County,14,4A,1.5873
Georgia,Fayette County,1,3A,1.1968
Georgia,Fayette County,2,3A,1.15765
Georgia,Fayette County,3,3A,1.53995
Georgia,Fayette County,4,3A,1.4143
Georgia,Fayette County,5,3A,1.63775
Georgia,Fayette County,6,3A,1.62605
Georgia,Fayette County,7,3A,1.8597
Georgia,Fayette County,8,3A,1.87095
Georgia,Fayette County,9,3A,2.0324
Georgia,Fayette County,10,3A,2.1448
Georgia,Fayette County,11,3A,1.2664
Georgia,Fayette County,12,3A,1.4528
Georgia,Fayette County,13,3A,1.37885
Georgia,Fayette County,14,3A,1.60905
Georgia,Floyd County,1,4A,1.17335
Georgia,Floyd County,2,4A,1.14975
Georgia,Floyd County,3,4A,1.5183
Georgia,Floyd County,4,4A,1.3989
Georgia,Floyd County,5,4A,1.62745
Georgia,Floyd County,6,4A,1.5598
Georgia,Floyd County,7,4A,1.77255
Georgia,Floyd County,8,4A,1.8474
Georgia,Floyd County,9,4A,1.9314
Georgia,Floyd County,10,4A,2.1151
Georgia,Floyd County,11,4A,1.28235
Georgia,Floyd County,12,4A,1.43915
Georgia,Floyd County,13,4A,1.36535
Georgia,Floyd County,14,4A,1.5873
Georgia,Forsyth County,1,3A,1.1968
Georgia,Forsyth County,2,3A,1.15765
Georgia,Forsyth County,3,3A,1.53995
Georgia,Forsyth County,4,3A,1.4143
Georgia,Forsyth County,5,3A,1.63775
Georgia,Forsyth County,6,3A,1.62605
Georgia,Forsyth County,7,3A,1.8597
Georgia,Forsyth County,8,3A,1.87095
Georgia,Forsyth County,9,3A,2.0324
Georgia,Forsyth County,10,3A,2.1448
Georgia,Forsyth County,11,3A,1.2664
Georgia,Forsyth County,12,3A,1.4528
Georgia,Forsyth County,13,3A,1.37885
Georgia,Forsyth County,14,3A,1.60905
Georgia,Franklin County,1,4A,1.17335
Georgia,Franklin County,2,4A,1.14975
Georgia,Franklin County,3,4A,1.5183
Georgia,Franklin County,4,4A,1.3989
Georgia,Franklin County,5,4A,1.62745
Georgia,Franklin County,6,4A,1.5598
Georgia,Franklin County,7,4A,1.77255
Georgia,Franklin County,8,4A,1.8474
Georgia,Franklin County,9,4A,1.9314
Georgia,Franklin County,10,4A,2.1151
Georgia,Franklin County,11,4A,1.28235
Georgia,Franklin County,12,4A,1.43915
Georgia,Franklin County,13,4A,1.36535
Georgia,Franklin County,14,4A,1.5873
Georgia,Fulton County,1,3A,1.1968
Georgia,Fulton County,2,3A,1.15765
Georgia,Fulton County,3,3A,1.53995
Georgia,Fulton County,4,3A,1.4143
Georgia,Fulton County,5,3A,1.63775
Georgia,Fulton County,6,3A,1.62605
Georgia,Fulton County,7,3A,1.8597
Georgia,Fulton County,8,3A,1.87095
Georgia,Fulton County,9,3A,2.0324
Georgia,Fulton County,10,3A,2.1448
Georgia,Fulton County,11,3A,1.2664
Georgia,Fulton County,12,3A,1.4528
Georgia,Fulton County,13,3A,1.37885
Georgia,Fulton County,14,3A,1.60905
Georgia,Gilmer County,1,4A,1.17335
Georgia,Gilmer County,2,4A,1.14975
Georgia,Gilmer County,3,4A,1.5183
Georgia,Gilmer County,4,4A,1.3989
Georgia,Gilmer County,5,4A,1.62745
Georgia,Gilmer County,6,4A,1.5598
Georgia,Gilmer County,7,4A,1.77255
Georgia,Gilmer County,8,4A,1.8474
Georgia,Gilmer County,9,4A,1.9314
Georgia,Gilmer County,10,4A,2.1151
Georgia,Gilmer County,11,4A,1.28235
Georgia,Gilmer County,12,4A,1.43915
Georgia,Gilmer County,13,4A,1.36535
Georgia,Gilmer County,14,4A,1.5873
Georgia,Glascock County,1,3A,1.1968
Georgia,Glascock County,2,3A,1.15765
Georgia,Glascock County,3,3A,1.53995
Georgia,Glascock County,4,3A,1.4143
Georgia,Glascock County,5,3A,1.63775
Georgia,Glascock County,6,3A,1.62605
Georgia,Glascock County,7,3A,1.8597
Georgia,Glascock County,8,3A,1.87095
Georgia,Glascock County,9,3A,2.0324
Georgia,Glascock County,10,3A,2.1448
Georgia,Glascock County,11,3A,1.2664
Georgia,Glascock County,12,3A,1.4528
Georgia,Glascock County,13,3A,1.37885
Georgia,Glascock County,14,3A,1.60905
Georgia,Glynn County,1,2A,1.2454
Georgia,Glynn County,2,2A,1.18025
Georgia,Glynn County,3,2A,1.58525
Georgia,Glynn County,4,2A,1.4445
Georgia,Glynn County,5,2A,1.6482
Georgia,Glynn County,6,2A,1.7992
Georgia,Glynn County,7,2A,1.9688
Georgia,Glynn County,8,2A,1.8865
Georgia,Glynn County,9,2A,2.15985
Georgia,Glynn County,10,2A,2.19655
Georgia,Glynn County,11,2A,1.29975
Georgia,Glynn County,12,2A,1.47915
Georgia,Glynn County,13,2A,1.39785
Georgia,Glynn County,14,2A,1.7466
Georgia,Gordon County,1,4A,1.17335
Georgia,Gordon County,2,4A,1.14975
Georgia,Gordon County,3,4A,1.5183
Georgia,Gordon County,4,4A,1.3989
Georgia,Gordon County,5,4A,1.62745
Georgia,Gordon County,6,4A,1.5598
Georgia,Gordon County,7,4A,1.77255
Georgia,Gordon County,8,4A,1.8474
Georgia,Gordon County,9,4A,1.9314
Georgia,Gordon County,10,4A,2.1151
Georgia,Gordon County,11,4A,1.28235
Georgia,Gordon County,12,4A,1.43915
Georgia,Gordon County,13,4A,1.36535
Georgia,Gordon County,14,4A,1.5873
Georgia,Grady County,1,2A,1.2454
Georgia,Grady County,2,2A,1.18025
Georgia,Grady County,3,2A,1.58525
Georgia,Grady County,4,2A,1.4445
Georgia,Grady County,5,2A,1.6482
Georgia,Grady County,6,2A,1.7992
Georgia,Grady County,7,2A,1.9688
Georgia,Grady County,8,2A,1.8865
Georgia,Grady County,9,2A,2.15985
Georgia,Grady County,10,2A,2.19655
Georgia,Grady County,11,2A,1.29975
Georgia,Grady County,12,2A,1.47915
Georgia,Grady County,13,2A,1.39785
Georgia,Grady County,14,2A,1.7466
Georgia,Greene County,1,3A,1.1968
Georgia,Greene County,2,3A,1.15765
Georgia,Greene County,3,3A,1.53995
Georgia,Greene County,4,3A,1.4143
Georgia,Greene County,5,3A,1.63775
Georgia,Greene County,6,3A,1.62605
Georgia,Greene County,7,3A,1.8597
Georgia,Greene County,8,3A,1.87095
Georgia,Greene County,9,3A,2.0324
Georgia,Greene County,10,3A,2.1448
Georgia,Greene County,11,3A,1.2664
Georgia,Greene County,12,3A,1.4528
Georgia,Greene County,13,3A,1.37885
Georgia,Greene County,14,3A,1.60905
Georgia,Gwinnett County,1,3A,1.1968
Georgia,Gwinnett County,2,3A,1.15765
Georgia,Gwinnett County,3,3A,1.53995
Georgia,Gwinnett County,4,3A,1.4143
Georgia,Gwinnett County,5,3A,1.63775
Georgia,Gwinnett County,6,3A,1.62605
Georgia,Gwinnett County,7,3A,1.8597
Georgia,Gwinnett County,8,3A,1.87095
Georgia,Gwinnett County,9,3A,2.0324
Georgia,Gwinnett County,10,3A,2.1448
Georgia,Gwinnett County,11,3A,1.2664
Georgia,Gwinnett County,12,3A,1.4528
Georgia,Gwinnett County,13,3A,1.37885
Georgia,Gwinnett County,14,3A,1.60905
Georgia,Habersham County,1,4A,1.17335
Georgia,Habersham County,2,4A,1.14975
Georgia,Habersham County,3,4A,1.5183
Georgia,Habersham County,4,4A,1.3989
Georgia,Habersham County,5,4A,1.62745
Georgia,Habersham County,6,4A,1.5598
Georgia,Habersham County,7,4A,1.77255
Georgia,Habersham County,8,4A,1.8474
Georgia,Habersham County,9,4A,1.9314
Georgia,Habersham County,10,4A,2.1151
Georgia,Habersham County,11,4A,1.28235
Georgia,Habersham County,12,4A,1.43915
Georgia,Habersham County,13,4A,1.36535
Georgia,Habersham County,14,4A,1.5873
Georgia,Hall County,1,4A,1.17335
Georgia,Hall County,2,4A,1.14975
Georgia,Hall County,3,4A,1.5183
Georgia,Hall County,4,4A,1.3989
Georgia,Hall County,5,4A,1.62745
Georgia,Hall County,6,4A,1.5598
Georgia,Hall County,7,4A,1.77255
Georgia,Hall County,8,4A,1.8474
Georgia,Hall County,9,4A,1.9314
Georgia,Hall County,10,4A,2.1151
Georgia,Hall County,11,4A,1.28235
Georgia,Hall County,12,4A,1.43915
Georgia,Hall County,13,4A,1.36535
Georgia,Hall County,14,4A,1.5873
Georgia,Hancock County,1,3A,1.1968
Georgia,Hancock County,2,3A,1.15765
Georgia,Hancock County,3,3A,1.53995
Georgia,Hancock County,4,3A,1.4143
Georgia,Hancock County,5,3A,1.63775
Georgia,Hancock County,6,3A,1.62605
Georgia,Hancock County,7,3A,1.8597
Georgia,Hancock County,8,3A,1.87095
Georgia,Hancock County,9,3A,2.0324
Georgia,Hancock County,10,3A,2.1448
Georgia,Hancock County,11,3A,1.2664
Georgia,Hancock County,12,3A,1.4528
Georgia,Hancock County,13,3A,1.37885
Georgia,Hancock County,14,3A,1.60905
Georgia,Haralson County,1,3A,1.1968
Georgia,Haralson County,2,3A,1.15765
Georgia,Haralson County,3,3A,1.53995
Georgia,Haralson County,4,3A,1.4143
Georgia,Haralson County,5,3A,1.63775
Georgia,Haralson County,6,3A,1.62605
Georgia,Haralson County,7,3A,1.8597
Georgia,Haralson County,8,3A,1.87095
Georgia,Haralson County,9,3A,2.0324
Georgia,Haralson County,10,3A,2.1448
Georgia,Haralson County,11,3A,1.2664
Georgia,Haralson County,12,3A,1.4528
Georgia,Haralson County,13,3A,1.37885
Georgia,Haralson County,14,3A,1.60905
Georgia,Harris County,1,3A,1.1968
Georgia,Harris County,2,3A,1.15765
Georgia,Harris County,3,3A,1.53995
Georgia,Harris County,4,3A,1.4143
Georgia,Harris County,5,3A,1.63775
Georgia,Harris County,6,3A,1.62605
Georgia,Harris County,7,3A,1.8597
Georgia,Harris County,8,3A,1.87095
Georgia,Harris County,9,3A,2.0324
Georgia,Harris County,10,3A,2.1448
Georgia,Harris County,11,3A,1.2664
Georgia,Harris County,12,3A,1.4528
Georgia,Harris County,13,3A,1.37885
Georgia,Harris County,14,3A,1.60905
Georgia,Hart County,1,3A,1.1968
Georgia,Hart County,2,3A,1.15765
Georgia,Hart County,3,3A,1.53995
Georgia,Hart County,4,3A,1.4143
Georgia,Hart County,5,3A,1.63775
Georgia,Hart County,6,3A,1.62605
Georgia,Hart County,7,3A,1.8597
Georgia,Hart County,8,3A,1.87095
Georgia,Hart County,9,3A,2.0324
Georgia,Hart County,10,3A,2.1448
Georgia,Hart County,11,3A,1.2664
Georgia,Hart County,12,3A,1.4528
Georgia,Hart County,13,3A,1.37885
Georgia,Hart County,14,3A,1.60905
Georgia,Heard County,1,3A,1.1968
Georgia,Heard County,2,3A,1.15765
Georgia,Heard County,3,3A,1.53995
Georgia,Heard County,4,3A,1.4143
Georgia,Heard County,5,3A,1.63775
Georgia,Heard County,6,3A,1.62605
Georgia,Heard County,7,3A,1.8597
Georgia,Heard County,8,3A,1.87095
Georgia,Heard County,9,3A,2.0324
Georgia,Heard County,10,3A,2.1448
Georgia,Heard County,11,3A,1.2664
Georgia,Heard County,12,3A,1.4528
Georgia,Heard County,13,3A,1.37885
Georgia,Heard County,14,3A,1.60905
Georgia,Henry County,1,3A,1.1968
Georgia,Henry County,2,3A,1.15765
Georgia,Henry County,3,3A,1.53995
Georgia,Henry County,4,3A,1.4143
Georgia,Henry County,5,3A,1.63775
Georgia,Henry County,6,3A,1.62605
Georgia,Henry County,7,3A,1.8597
Georgia,Henry County,8,3A,1.87095
Georgia,Henry County,9,3A,2.0324
Georgia,Henry County,10,3A,2.1448
Georgia,Henry County,11,3A,1.2664
Georgia,Henry County,12,3A,1.4528
Georgia,Henry County,13,3A,1.37885
Georgia,Henry County,14,3A,1.60905
Georgia,Houston County,1,3A,1.1968
Georgia,Houston County,2,3A,1.15765
Georgia,Houston County,3,3A,1.53995
Georgia,Houston County,4,3A,1.4143
Georgia,Houston County,5,3A,1.63775
Georgia,Houston County,6,3A,1.62605
Georgia,Houston County,7,3A,1.8597
Georgia,Houston County,8,3A,1.87095
Georgia,Houston County,9,3A,2.0324
Georgia,Houston County,10,3A,2.1448
Georgia,Houston County,11,3A,1.2664
Georgia,Houston County,12,3A,1.4528
Georgia,Houston County,13,3A,1.37885
Georgia,Houston County,14,3A,1.60905
Georgia,Irwin County,1,3A,1.1968
Georgia,Irwin County,2,3A,1.15765
Georgia,Irwin County,3,3A,1.53995
Georgia,Irwin County,4,3A,1.4143
Georgia,Irwin County,5,3A,1.63775
Georgia,Irwin County,6,3A,1.62605
Georgia,Irwin County,7,3A,1.8597
Georgia,Irwin County,8,3A,1.87095
Georgia,Irwin County,9,3A,2.0324
Georgia,Irwin County,10,3A,2.1448
Georgia,Irwin County,11,3A,1.2664
Georgia,Irwin County,12,3A,1.4528
Georgia,Irwin County,13,3A,1.37885
Georgia,Irwin County,14,3A,1.60905
Georgia,Jackson County,1,3A,1.1968
Georgia,Jackson County,2,3A,1.15765
Georgia,Jackson County,3,3A,1.53995
Georgia,Jackson County,4,3A,1.4143
Georgia,Jackson County,5,3A,1.63775
Georgia,Jackson County,6,3A,1.62605
Georgia,Jackson County,7,3A,1.8597
Georgia,Jackson County,8,3A,1.87095
Georgia,Jackson County,9,3A,2.0324
Georgia,Jackson County,10,3A,2.1448
Georgia,Jackson County,11,3A,1.2664
Georgia,Jackson County,12,3A,1.4528
Georgia,Jackson County,13,3A,1.37885
Georgia,Jackson County,14,3A,1.60905
Georgia,Jasper County,1,3A,1.1968
Georgia,Jasper County,2,3A,1.15765
Georgia,Jasper County,3,3A,1.53995
Georgia,Jasper County,4,3A,1.4143
Georgia,Jasper County,5,3A,1.63775
Georgia,Jasper County,6,3A,1.62605
Georgia,Jasper County,7,3A,1.8597
Georgia,Jasper County,8,3A,1.87095
Georgia,Jasper County,9,3A,2.0324
Georgia,Jasper County,10,3A,2.1448
Georgia,Jasper County,11,3A,1.2664
Georgia,Jasper County,12,3A,1.4528
Georgia,Jasper County,13,3A,1.37885
Georgia,Jasper County,14,3A,1.60905
Georgia,Jeff Davis County,1,2A,1.2454
Georgia,Jeff Davis County,2,2A,1.18025
Georgia,Jeff Davis County,3,2A,1.58525
Georgia,Jeff Davis County,4,2A,1.4445
Georgia,Jeff Davis County,5,2A,1.6482
Georgia,Jeff Davis County,6,2A,1.7992
Georgia,Jeff Davis County,7,2A,1.9688
Georgia,Jeff Davis County,8,2A,1.8865
Georgia,Jeff Davis County,9,2A,2.15985
Georgia,Jeff Davis County,10,2A,2.19655
Georgia,Jeff Davis County,11,2A,1.29975
Georgia,Jeff Davis County,12,2A,1.47915
Georgia,Jeff Davis County,13,2A,1.39785
Georgia,Jeff Davis County,14,2A,1.7466
Georgia,Jefferson County,1,3A,1.1968
Georgia,Jefferson County,2,3A,1.15765
Georgia,Jefferson County,3,3A,1.53995
Georgia,Jefferson County,4,3A,1.4143
Georgia,Jefferson County,5,3A,1.63775
Georgia,Jefferson County,6,3A,1.62605
Georgia,Jefferson County,7,3A,1.8597
Georgia,Jefferson County,8,3A,1.87095
Georgia,Jefferson County,9,3A,2.0324
Georgia,Jefferson County,10,3A,2.1448
Georgia,Jefferson County,11,3A,1.2664
Georgia,Jefferson County,12,3A,1.4528
Georgia,Jefferson County,13,3A,1.37885
