State,County,cooling system type,climate zone,PUE mean
Mississippi,Yalobusha County,11,3A,1.2664
Mississippi,Yalobusha County,12,3A,1.4528
Mississippi,Yalobusha County,13,3A,1.37885
Mississippi,Yalobusha County,14,3A,1.60905
Mississippi,Yazoo County,1,3A,1.1968
Mississippi,Yazoo County,2,3A,1.15765
Mississippi,Yazoo County,3,3A,1.53995
Mississippi,Yazoo County,4,3A,1.4143
Mississippi,Yazoo County,5,3A,1.63775
Mississippi,Yazoo County,6,3A,1.62605
Mississippi,Yazoo County,7,3A,1.8597
Mississippi,Yazoo County,8,3A,1.87095
Mississippi,Yazoo County,9,3A,2.0324
Mississippi,Yazoo County,10,3A,2.1448
Mississippi,Yazoo County,11,3A,1.2664
Mississippi,Yazoo County,12,3A,1.4528
Mississippi,Yazoo County,13,3A,1.37885
Mississippi,Yazoo County,14,3A,1.60905
Missouri,Adair County,1,5A,1.1682
Missouri,Adair County,2,5A,1.1452
Missouri,Adair County,3,5A,1.51165
Missouri,Adair County,4,5A,1.3967
Missouri,Adair County,5,5A,1.62645
Missouri,Adair County,6,5A,1.5239
Missouri,Adair County,7,5A,1.71935
Missouri,Adair County,8,5A,1.84215
Missouri,Adair County,9,5A,1.8685
Missouri,Adair County,10,5A,2.0975
Missouri,Adair County,11,5A,1.2394
Missouri,Adair County,12,5A,1.42885
Missouri,Adair County,13,5A,1.3582
Missouri,Adair County,14,5A,1.5709
Missouri,Andrew County,1,5A,1.1682
Missouri,Andrew County,2,5A,1.1452
Missouri,Andrew County,3,5A,1.51165
Missouri,Andrew County,4,5A,1.3967
Missouri,Andrew County,5,5A,1.62645
Missouri,Andrew County,6,5A,1.5239
Missouri,Andrew County,7,5A,1.71935
Missouri,Andrew County,8,5A,1.84215
Missouri,Andrew County,9,5A,1.8685
Missouri,Andrew County,10,5A,2.0975
Missouri,Andrew County,11,5A,1.2394
Missouri,Andrew County,12,5A,1.42885
Missouri,Andrew County,13,5A,1.3582
Missouri,Andrew County,14,5A,1.5709
Missouri,Atchison County,1,5A,1.1682
Missouri,Atchison County,2,5A,1.1452
Missouri,Atchison County,3,5A,1.51165
Missouri,Atchison County,4,5A,1.3967
Missouri,Atchison County,5,5A,1.62645
Missouri,Atchison County,6,5A,1.5239
Missouri,Atchison County,7,5A,1.71935
Missouri,Atchison County,8,5A,1.84215
Missouri,Atchison County,9,5A,1.8685
Missouri,Atchison County,10,5A,2.0975
Missouri,Atchison County,11,5A,1.2394
Missouri,Atchison County,12,5A,1.42885
Missouri,Atchison County,13,5A,1.3582
Missouri,Atchison County,14,5A,1.5709
Missouri,Audrain County,1,4A,1.17335
Missouri,Audrain County,2,4A,1.14975
Missouri,Audrain County,3,4A,1.5183
Missouri,Audrain County,4,4A,1.3989
Missouri,Audrain County,5,4A,1.62745
Missouri,Audrain County,6,4A,1.5598
Missouri,Audrain County,7,4A,1.77255
Missouri,Audrain County,8,4A,1.8474
Missouri,Audrain County,9,4A,1.9314
Missouri,Audrain County,10,4A,2.1151
Missouri,Audrain County,11,4A,1.28235
Missouri,Audrain County,12,4A,1.43915
Missouri,Audrain County,13,4A,1.36535
Missouri,Audrain County,14,4A,1.5873
Missouri,Barry County,1,4A,1.17335
Missouri,Barry County,2,4A,1.14975
Missouri,Barry County,3,4A,1.5183
Missouri,Barry County,4,4A,1.3989
Missouri,Barry County,5,4A,1.62745
Missouri,Barry County,6,4A,1.5598
Missouri,Barry County,7,4A,1.77255
Missouri,Barry County,8,4A,1.8474
Missouri,Barry County,9,4A,1.9314
Missouri,Barry County,10,4A,2.1151
Missouri,Barry County,11,4A,1.28235
Missouri,Barry County,12,4A,1.43915
Missouri,Barry County,13,4A,1.36535
Missouri,Barry County,14,4A,1.5873
Missouri,Barton County,1,4A,1.17335
Missouri,Barton County,2,4A,1.14975
Missouri,Barton County,3,4A,1.5183
Missouri,Barton County,4,4A,1.3989
Missouri,Barton County,5,4A,1.62745
Missouri,Barton County,6,4A,1.5598
Missouri,Barton County,7,4A,1.77255
Missouri,Barton County,8,4A,1.8474
Missouri,Barton County,9,4A,1.9314
Missouri,Barton County,10,4A,2.1151
Missouri,Barton County,11,4A,1.28235
Missouri,Barton County,12,4A,1.43915
Missouri,Barton County,13,4A,1.36535
Missouri,Barton County,14,4A,1.5873
Missouri,Bates County,1,4A,1.17335
Missouri,Bates County,2,4A,1.14975
Missouri,Bates County,3,4A,1.5183
Missouri,Bates County,4,4A,1.3989
Missouri,Bates County,5,4A,1.62745
Missouri,Bates County,6,4A,1.5598
Missouri,Bates County,7,4A,1.77255
Missouri,Bates County,8,4A,1.8474
Missouri,Bates County,9,4A,1.9314
Missouri,Bates County,10,4A,2.1151
Missouri,Bates County,11,4A,1.28235
Missouri,Bates County,12,4A,1.43915
Missouri,Bates County,13,4A,1.36535
Missouri,Bates County,14,4A,1.5873
Missouri,Benton County,1,4A,1.17335
Missouri,Benton County,2,4A,1.14975
Missouri,Benton County,3,4A,1.5183
Missouri,Benton County,4,4A,1.3989
Missouri,Benton County,5,4A,1.62745
Missouri,Benton County,6,4A,1.5598
Missouri,Benton County,7,4A,1.77255
Missouri,Benton County,8,4A,1.8474
Missouri,Benton County,9,4A,1.9314
Missouri,Benton County,10,4A,2.1151
Missouri,Benton County,11,4A,1.28235
Missouri,Benton County,12,4A,1.43915
Missouri,Benton County,13,4A,1.36535
Missouri,Benton County,14,4A,1.5873
Missouri,Bollinger County,1,4A,1.17335
Missouri,Bollinger County,2,4A,1.14975
Missouri,Bollinger County,3,4A,1.5183
Missouri,Bollinger County,4,4A,1.3989
Missouri,Bollinger County,5,4A,1.62745
Missouri,Bollinger County,6,4A,1.5598
Missouri,Bollinger County,7,4A,1.77255
Missouri,Bollinger County,8,4A,1.8474
Missouri,Bollinger County,9,4A,1.9314
Missouri,Bollinger County,10,4A,2.1151
Missouri,Bollinger County,11,4A,1.28235
Missouri,Bollinger County,12,4A,1.43915
Missouri,Bollinger County,13,4A,1.36535
Missouri,Bollinger County,14,4A,1.5873
Missouri,Boone County,1,4A,1.17335
Missouri,Boone County,2,4A,1.14975
Missouri,Boone County,3,4A,1.5183
Missouri,Boone County,4,4A,1.3989
Missouri,Boone County,5,4A,1.62745
Missouri,Boone County,6,4A,1.5598
Missouri,Boone County,7,4A,1.77255
Missouri,Boone County,8,4A,1.8474
Missouri,Boone County,9,4A,1.9314
Missouri,Boone County,10,4A,2.1151
Missouri,Boone County,11,4A,1.28235
Missouri,Boone County,12,4A,1.43915
Missouri,Boone County,13,4A,1.36535
Missouri,Boone County,14,4A,1.5873
Missouri,Buchanan County,1,5A,1.1682
Missouri,Buchanan County,2,5A,1.1452
Missouri,Buchanan County,3,5A,1.51165
Missouri,Buchanan County,4,5A,1.3967
Missouri,Buchanan County,5,5A,1.62645
Missouri,Buchanan County,6,5A,1.5239
Missouri,Buchanan County,7,5A,1.71935
Missouri,Buchanan County,8,5A,1.84215
Missouri,Buchanan County,9,5A,1.8685
Missouri,Buchanan County,10,5A,2.0975
Missouri,Buchanan County,11,5A,1.2394
Missouri,Buchanan County,12,5A,1.42885
Missouri,Buchanan County,13,5A,1.3582
Missouri,Buchanan County,14,5A,1.5709
Missouri,Butler County,1,4A,1.17335
Missouri,Butler County,2,4A,1.14975
Missouri,Butler County,3,4A,1.5183
Missouri,Butler County,4,4A,1.3989
Missouri,Butler County,5,4A,1.62745
Missouri,Butler County,6,4A,1.5598
Missouri,Butler County,7,4A,1.77255
Missouri,Butler County,8,4A,1.8474
Missouri,Butler County,9,4A,1.9314
Missouri,Butler County,10,4A,2.1151
Missouri,Butler County,11,4A,1.28235
Missouri,Butler County,12,4A,1.43915
Missouri,Butler County,13,4A,1.36535
Missouri,Butler County,14,4A,1.5873
Missouri,Caldwell County,1,5A,1.1682
Missouri,Caldwell County,2,5A,1.1452
Missouri,Caldwell County,3,5A,1.51165
Missouri,Caldwell County,4,5A,1.3967
Missouri,Caldwell County,5,5A,1.62645
Missouri,Caldwell County,6,5A,1.5239
Missouri,Caldwell County,7,5A,1.71935
Missouri,Caldwell County,8,5A,1.84215
Missouri,Caldwell County,9,5A,1.8685
Missouri,Caldwell County,10,5A,2.0975
Missouri,Caldwell County,11,5A,1.2394
Missouri,Caldwell County,12,5A,1.42885
Missouri,Caldwell County,13,5A,1.3582
Missouri,Caldwell County,14,5A,1.5709
Missouri,Callaway County,1,4A,1.17335
Missouri,Callaway County,2,4A,1.14975
Missouri,Callaway County,3,4A,1.5183
Missouri,Callaway County,4,4A,1.3989
Missouri,Callaway County,5,4A,1.62745
Missouri,Callaway County,6,4A,1.5598
Missouri,Callaway County,7,4A,1.77255
Missouri,Callaway County,8,4A,1.8474
Missouri,Callaway County,9,4A,1.9314
Missouri,Callaway County,10,4A,2.1151
Missouri,Callaway County,11,4A,1.28235
Missouri,Callaway County,12,4A,1.43915
Missouri,Callaway County,13,4A,1.36535
Missouri,Callaway County,14,4A,1.5873
Missouri,Camden County,1,4A,1.17335
Missouri,Camden County,2,4A,1.14975
Missouri,Camden County,3,4A,1.5183
Missouri,Camden County,4,4A,1.3989
Missouri,Camden County,5,4A,1.62745
Missouri,Camden County,6,4A,1.5598
Missouri,Camden County,7,4A,1.77255
Missouri,Camden County,8,4A,1.8474
Missouri,Camden County,9,4A,1.9314
Missouri,Camden County,10,4A,2.1151
Missouri,Camden County,11,4A,1.28235
Missouri,Camden County,12,4A,1.43915
Missouri,Camden County,13,4A,1.36535
Missouri,Camden County,14,4A,1.5873
Missouri,Cape Girardeau County,1,4A,1.17335
Missouri,Cape Girardeau County,2,4A,1.14975
Missouri,Cape Girardeau County,3,4A,1.5183
Missouri,Cape Girardeau County,4,4A,1.3989
Missouri,Cape Girardeau County,5,4A,1.62745
Missouri,Cape Girardeau County,6,4A,1.5598
Missouri,Cape Girardeau County,7,4A,1.77255
Missouri,Cape Girardeau County,8,4A,1.8474
Missouri,Cape Girardeau County,9,4A,1.9314
Missouri,Cape Girardeau County,10,4A,2.1151
Missouri,Cape Girardeau County,11,4A,1.28235
Missouri,Cape Girardeau County,12,4A,1.43915
Missouri,Cape Girardeau County,13,4A,1.36535
Missouri,Cape Girardeau County,14,4A,1.5873
Missouri,Carroll County,1,4A,1.17335
Missouri,Carroll County,2,4A,1.14975
Missouri,Carroll County,3,4A,1.5183
Missouri,Carroll County,4,4A,1.3989
Missouri,Carroll County,5,4A,1.62745
Missouri,Carroll County,6,4A,1.5598
Missouri,Carroll County,7,4A,1.77255
Missouri,Carroll County,8,4A,1.8474
Missouri,Carroll County,9,4A,1.9314
Missouri,Carroll County,10,4A,2.1151
Missouri,Carroll County,11,4A,1.28235
Missouri,Carroll County,12,4A,1.43915
Missouri,Carroll County,13,4A,1.36535
Missouri,Carroll County,14,4A,1.5873
Missouri,Carter County,1,4A,1.17335
Missouri,Carter County,2,4A,1.14975
Missouri,Carter County,3,4A,1.5183
Missouri,Carter County,4,4A,1.3989
Missouri,Carter County,5,4A,1.62745
Missouri,Carter County,6,4A,1.5598
Missouri,Carter County,7,4A,1.77255
Missouri,Carter County,8,4A,1.8474
Missouri,Carter County,9,4A,1.9314
Missouri,Carter County,10,4A,2.1151
Missouri,Carter County,11,4A,1.28235
Missouri,Carter County,12,4A,1.43915
Missouri,Carter County,13,4A,1.36535
Missouri,Carter County,14,4A,1.5873
Missouri,Cass County,1,4A,1.17335
Missouri,Cass County,2,4A,1.14975
Missouri,Cass County,3,4A,1.5183
Missouri,Cass County,4,4A,1.3989
Missouri,Cass County,5,4A,1.62745
Missouri,Cass County,6,4A,1.5598
Missouri,Cass County,7,4A,1.77255
Missouri,Cass County,8,4A,1.8474
Missouri,Cass County,9,4A,1.9314
Missouri,Cass County,10,4A,2.1151
Missouri,Cass County,11,4A,1.28235
Missouri,Cass County,12,4A,1.43915
Missouri,Cass County,13,4A,1.36535
Missouri,Cass County,14,4A,1.5873
Missouri,Cedar County,1,4A,1.17335
Missouri,Cedar County,2,4A,1.14975
Missouri,Cedar County,3,4A,1.5183
Missouri,Cedar County,4,4A,1.3989
Missouri,Cedar County,5,4A,1.62745
Missouri,Cedar County,6,4A,1.5598
Missouri,Cedar County,7,4A,1.77255
Missouri,Cedar County,8,4A,1.8474
Missouri,Cedar County,9,4A,1.9314
Missouri,Cedar County,10,4A,2.1151
Missouri,Cedar County,11,4A,1.28235
Missouri,Cedar County,12,4A,1.43915
Missouri,Cedar County,13,4A,1.36535
Missouri,Cedar County,14,4A,1.5873
Missouri,Chariton County,1,5A,1.1682
Missouri,Chariton County,2,5A,1.1452
Missouri,Chariton County,3,5A,1.51165
Missouri,Chariton County,4,5A,1.3967
Missouri,Chariton County,5,5A,1.62645
Missouri,Chariton County,6,5A,1.5239
Missouri,Chariton County,7,5A,1.71935
Missouri,Chariton County,8,5A,1.84215
Missouri,Chariton County,9,5A,1.8685
Missouri,Chariton County,10,5A,2.0975
Missouri,Chariton County,11,5A,1.2394
Missouri,Chariton County,12,5A,1.42885
Missouri,Chariton County,13,5A,1.3582
Missouri,Chariton County,14,5A,1.5709
Missouri,Christian County,1,4A,1.17335
Missouri,Christian County,2,4A,1.14975
Missouri,Christian County,3,4A,1.5183
Missouri,Christian County,4,4A,1.3989
Missouri,Christian County,5,4A,1.62745
Missouri,Christian County,6,4A,1.5598
Missouri,Christian County,7,4A,1.77255
Missouri,Christian County,8,4A,1.8474
Missouri,Christian County,9,4A,1.9314
Missouri,Christian County,10,4A,2.1151
Missouri,Christian County,11,4A,1.28235
Missouri,Christian County,12,4A,1.43915
Missouri,Christian County,13,4A,1.36535
Missouri,Christian County,14,4A,1.5873
Missouri,Clark County,1,5A,1.1682
Missouri,Clark County,2,5A,1.1452
Missouri,Clark County,3,5A,1.51165
Missouri,Clark County,4,5A,1.3967
Missouri,Clark County,5,5A,1.62645
Missouri,Clark County,6,5A,1.5239
Missouri,Clark County,7,5A,1.71935
Missouri,Clark County,8,5A,1.84215
Missouri,Clark County,9,5A,1.8685
Missouri,Clark County,10,5A,2.0975
Missouri,Clark County,11,5A,1.2394
Missouri,Clark County,12,5A,1.42885
Missouri,Clark County,13,5A,1.3582
Missouri,Clark County,14,5A,1.5709
Missouri,Clay County,1,4A,1.17335
Missouri,Clay County,2,4A,1.14975
Missouri,Clay County,3,4A,1.5183
Missouri,Clay County,4,4A,1.3989
Missouri,Clay County,5,4A,1.62745
Missouri,Clay County,6,4A,1.5598
Missouri,Clay County,7,4A,1.77255
Missouri,Clay County,8,4A,1.8474
Missouri,Clay County,9,4A,1.9314
Missouri,Clay County,10,4A,2.1151
Missouri,Clay County,11,4A,1.28235
Missouri,Clay County,12,4A,1.43915
Missouri,Clay County,13,4A,1.36535
Missouri,Clay County,14,4A,1.5873
Missouri,Clinton County,1,5A,1.1682
Missouri,Clinton County,2,5A,1.1452
Missouri,Clinton County,3,5A,1.51165
Missouri,Clinton County,4,5A,1.3967
Missouri,Clinton County,5,5A,1.62645
Missouri,Clinton County,6,5A,1.5239
Missouri,Clinton County,7,5A,1.71935
Missouri,Clinton County,8,5A,1.84215
Missouri,Clinton County,9,5A,1.8685
Missouri,Clinton County,10,5A,2.0975
Missouri,Clinton County,11,5A,1.2394
Missouri,Clinton County,12,5A,1.42885
Missouri,Clinton County,13,5A,1.3582
Missouri,Clinton County,14,5A,1.5709
Missouri,Cole County,1,4A,1.17335
Missouri,Cole County,2,4A,1.14975
Missouri,Cole County,3,4A,1.5183
Missouri,Cole County,4,4A,1.3989
Missouri,Cole County,5,4A,1.62745
Missouri,Cole County,6,4A,1.5598
Missouri,Cole County,7,4A,1.77255
Missouri,Cole County,8,4A,1.8474
Missouri,Cole County,9,4A,1.9314
Missouri,Cole County,10,4A,2.1151
Missouri,Cole County,11,4A,1.28235
Missouri,Cole County,12,4A,1.43915
Missouri,Cole County,13,4A,1.36535
Missouri,Cole County,14,4A,1.5873
Missouri,Cooper County,1,4A,1.17335
Missouri,Cooper County,2,4A,1.14975
Missouri,Cooper County,3,4A,1.5183
Missouri,Cooper County,4,4A,1.3989
Missouri,Cooper County,5,4A,1.62745
Missouri,Cooper County,6,4A,1.5598
Missouri,Cooper County,7,4A,1.77255
Missouri,Cooper County,8,4A,1.8474
Missouri,Cooper County,9,4A,1.9314
Missouri,Cooper County,10,4A,2.1151
Missouri,Cooper County,11,4A,1.28235
Missouri,Cooper County,12,4A,1.43915
Missouri,Cooper County,13,4A,1.36535
Missouri,Cooper County,14,4A,1.5873
Missouri,Crawford County,1,4A,1.17335
Missouri,Crawford County,2,4A,1.14975
Missouri,Crawford County,3,4A,1.5183
Missouri,Crawford County,4,4A,1.3989
Missouri,Crawford County,5,4A,1.62745
Missouri,Crawford County,6,4A,1.5598
Missouri,Crawford County,7,4A,1.77255
Missouri,Crawford County,8,4A,1.8474
Missouri,Crawford County,9,4A,1.9314
Missouri,Crawford County,10,4A,2.1151
Missouri,Crawford County,11,4A,1.28235
Missouri,Crawford County,12,4A,1.43915
Missouri,Crawford County,13,4A,1.36535
Missouri,Crawford County,14,4A,1.5873
Missouri,Dade County,1,4A,1.17335
Missouri,Dade County,2,4A,1.14975
Missouri,Dade County,3,4A,1.5183
Missouri,Dade County,4,4A,1.3989
Missouri,Dade County,5,4A,1.62745
Missouri,Dade County,6,4A,1.5598
Missouri,Dade County,7,4A,1.77255
Missouri,Dade County,8,4A,1.8474
Missouri,Dade County,9,4A,1.9314
Missouri,Dade County,10,4A,2.1151
Missouri,Dade County,11,4A,1.28235
Missouri,Dade County,12,4A,1.43915
Missouri,Dade County,13,4A,1.36535
Missouri,Dade County,14,4A,1.5873
Missouri,Dallas County,1,4A,1.17335
Missouri,Dallas County,2,4A,1.14975
Missouri,Dallas County,3,4A,1.5183
Missouri,Dallas County,4,4A,1.3989
Missouri,Dallas County,5,4A,1.62745
Missouri,Dallas County,6,4A,1.5598
Missouri,Dallas County,7,4A,1.77255
Missouri,Dallas County,8,4A,1.8474
Missouri,Dallas County,9,4A,1.9314
Missouri,Dallas County,10,4A,2.1151
Missouri,Dallas County,11,4A,1.28235
Missouri,Dallas County,12,4A,1.43915
Missouri,Dallas County,13,4A,1.36535
Missouri,Dallas County,14,4A,1.5873
Missouri,Daviess County,1,5A,1.1682
Missouri,Daviess County,2,5A,1.1452
Missouri,Daviess County,3,5A,1.51165
Missouri,Daviess County,4,5A,1.3967
Missouri,Daviess County,5,5A,1.62645
Missouri,Daviess County,6,5A,1.5239
Missouri,Daviess County,7,5A,1.71935
Missouri,Daviess County,8,5A,1.84215
Missouri,Daviess County,9,5A,1.8685
Missouri,Daviess County,10,5A,2.0975
Missouri,Daviess County,11,5A,1.2394
Missouri,Daviess County,12,5A,1.42885
Missouri,Daviess County,13,5A,1.3582
Missouri,Daviess County,14,5A,1.5709
Missouri,DeKalb County,1,5A,1.1682
Missouri,DeKalb County,2,5A,1.1452
Missouri,DeKalb County,3,5A,1.51165
Missouri,DeKalb County,4,5A,1.3967
Missouri,DeKalb County,5,5A,1.62645
Missouri,DeKalb County,6,5A,1.5239
Missouri,DeKalb County,7,5A,1.71935
Missouri,DeKalb County,8,5A,1.84215
Missouri,DeKalb County,9,5A,1.8685
Missouri,DeKalb County,10,5A,2.0975
Missouri,DeKalb County,11,5A,1.2394
Missouri,DeKalb County,12,5A,1.42885
Missouri,DeKalb County,13,5A,1.3582
Missouri,DeKalb County,14,5A,1.5709
Missouri,Dent County,1,4A,1.17335
Missouri,Dent County,2,4A,1.14975
Missouri,Dent County,3,4A,1.5183
Missouri,Dent County,4,4A,1.3989
Missouri,Dent County,5,4A,1.62745
Missouri,Dent County,6,4A,1.5598
Missouri,Dent County,7,4A,1.77255
Missouri,Dent County,8,4A,1.8474
Missouri,Dent County,9,4A,1.9314
Missouri,Dent County,10,4A,2.1151
Missouri,Dent County,11,4A,1.28235
Missouri,Dent County,12,4A,1.43915
Missouri,Dent County,13,4A,1.36535
Missouri,Dent County,14,4A,1.5873
Missouri,Douglas County,1,4A,1.17335
Missouri,Douglas County,2,4A,1.14975
Missouri,Douglas County,3,4A,1.5183
Missouri,Douglas County,4,4A,1.3989
Missouri,Douglas County,5,4A,1.62745
Missouri,Douglas County,6,4A,1.5598
Missouri,Douglas County,7,4A,1.77255
Missouri,Douglas County,8,4A,1.8474
Missouri,Douglas County,9,4A,1.9314
Missouri,Douglas County,10,4A,2.1151
Missouri,Douglas County,11,4A,1.28235
Missouri,Douglas County,12,4A,1.43915
Missouri,Douglas County,13,4A,1.36535
Missouri,Douglas County,14,4A,1.5873
Missouri,Dunklin County,1,4A,1.17335
Missouri,Dunklin County,2,4A,1.14975
Missouri,Dunklin County,3,4A,1.5183
Missouri,Dunklin County,4,4A,1.3989
Missouri,Dunklin County,5,4A,1.62745
Missouri,Dunklin County,6,4A,1.5598
Missouri,Dunklin County,7,4A,1.77255
Missouri,Dunklin County,8,4A,1.8474
Missouri,Dunklin County,9,4A,1.9314
Missouri,Dunklin County,10,4A,2.1151
Missouri,Dunklin County,11,4A,1.28235
Missouri,Dunklin County,12,4A,1.43915
Missouri,Dunklin County,13,4A,1.36535
Missouri,Dunklin County,14,4A,1.5873
Missouri,Franklin County,1,4A,1.17335
Missouri,Franklin County,2,4A,1.14975
Missouri,Franklin County,3,4A,1.5183
Missouri,Franklin County,4,4A,1.3989
Missouri,Franklin County,5,4A,1.62745
Missouri,Franklin County,6,4A,1.5598
Missouri,Franklin County,7,4A,1.77255
Missouri,Franklin County,8,4A,1.8474
Missouri,Franklin County,9,4A,1.9314
Missouri,Franklin County,10,4A,2.1151
Missouri,Franklin County,11,4A,1.28235
Missouri,Franklin County,12,4A,1.43915
Missouri,Franklin County,13,4A,1.36535
Missouri,Franklin County,14,4A,1.5873
Missouri,Gasconade County,1,4A,1.17335
Missouri,Gasconade County,2,4A,1.14975
Missouri,Gasconade County,3,4A,1.5183
Missouri,Gasconade County,4,4A,1.3989
Missouri,Gasconade County,5,4A,1.62745
Missouri,Gasconade County,6,4A,1.5598
Missouri,Gasconade County,7,4A,1.77255
Missouri,Gasconade County,8,4A,1.8474
Missouri,Gasconade County,9,4A,1.9314
Missouri,Gasconade County,10,4A,2.1151
Missouri,Gasconade County,11,4A,1.28235
Missouri,Gasconade County,12,4A,1.43915
Missouri,Gasconade County,13,4A,1.36535
Missouri,Gasconade County,14,4A,1.5873
Missouri,Gentry County,1,5A,1.1682
Missouri,Gentry County,2,5A,1.1452
Missouri,Gentry County,3,5A,1.51165
Missouri,Gentry County,4,5A,1.3967
Missouri,Gentry County,5,5A,1.62645
Missouri,Gentry County,6,5A,1.5239
Missouri,Gentry County,7,5A,1.71935
Missouri,Gentry County,8,5A,1.84215
Missouri,Gentry County,9,5A,1.8685
Missouri,Gentry County,10,5A,2.0975
Missouri,Gentry County,11,5A,1.2394
Missouri,Gentry County,12,5A,1.42885
Missouri,Gentry County,13,5A,1.3582
Missouri,Gentry County,14,5A,1.5709
Missouri,Greene County,1,4A,1.17335
Missouri,Greene County,2,4A,1.14975
Missouri,Greene County,3,4A,1.5183
Missouri,Greene County,4,4A,1.3989
Missouri,Greene County,5,4A,1.62745
Missouri,Greene County,6,4A,1.5598
Missouri,Greene County,7,4A,1.77255
Missouri,Greene County,8,4A,1.8474
Missouri,Greene County,9,4A,1.9314
Missouri,Greene County,10,4A,2.1151
Missouri,Greene County,11,4A,1.28235
Missouri,Greene County,12,4A,1.43915
Missouri,Greene County,13,4A,1.36535
Missouri,Greene County,14,4A,1.5873
Missouri,Grundy County,1,5A,1.1682
Missouri,Grundy County,2,5A,1.1452
Missouri,Grundy County,3,5A,1.51165
Missouri,Grundy County,4,5A,1.3967
Missouri,Grundy County,5,5A,1.62645
Missouri,Grundy County,6,5A,1.5239
Missouri,Grundy County,7,5A,1.71935
Missouri,Grundy County,8,5A,1.84215
Missouri,Grundy County,9,5A,1.8685
Missouri,Grundy County,10,5A,2.0975
Missouri,Grundy County,11,5A,1.2394
Missouri,Grundy County,12,5A,1.42885
Missouri,Grundy County,13,5A,1.3582
Missouri,Grundy County,14,5A,1.5709
Missouri,Harrison County,1,5A,1.1682
Missouri,Harrison County,2,5A,1.1452
Missouri,Harrison County,3,5A,1.51165
Missouri,Harrison County,4,5A,1.3967
Missouri,Harrison County,5,5A,1.62645
Missouri,Harrison County,6,5A,1.5239
Missouri,Harrison County,7,5A,1.71935
Missouri,Harrison County,8,5A,1.84215
Missouri,Harrison County,9,5A,1.8685
Missouri,Harrison County,10,5A,2.0975
Missouri,Harrison County,11,5A,1.2394
Missouri,Harrison County,12,5A,1.42885
Missouri,Harrison County,13,5A,1.3582
Missouri,Harrison County,14,5A,1.5709
Missouri,Henry County,1,4A,1.17335
Missouri,Henry County,2,4A,1.14975
Missouri,Henry County,3,4A,1.5183
Missouri,Henry County,4,4A,1.3989
Missouri,Henry County,5,4A,1.62745
Missouri,Henry County,6,4A,1.5598
Missouri,Henry County,7,4A,1.77255
Missouri,Henry County,8,4A,1.8474
Missouri,Henry County,9,4A,1.9314
Missouri,Henry County,10,4A,2.1151
Missouri,Henry County,11,4A,1.28235
Missouri,Henry County,12,4A,1.43915
Missouri,Henry County,13,4A,1.36535
Missouri,Henry County,14,4A,1.5873
Missouri,Hickory County,1,4A,1.17335
Missouri,Hickory County,2,4A,1.14975
Missouri,Hickory County,3,4A,1.5183
Missouri,Hickory County,4,4A,1.3989
Missouri,Hickory County,5,4A,1.62745
Missouri,Hickory County,6,4A,1.5598
Missouri,Hickory County,7,4A,1.77255
Missouri,Hickory County,8,4A,1.8474
Missouri,Hickory County,9,4A,1.9314
Missouri,Hickory County,10,4A,2.1151
Missouri,Hickory County,11,4A,1.28235
Missouri,Hickory County,12,4A,1.43915
Missouri,Hickory County,13,4A,1.36535
Missouri,Hickory County,14,4A,1.5873
Missouri,Holt County,1,5A,1.1682
Missouri,Holt County,2,5A,1.1452
Missouri,Holt County,3,5A,1.51165
Missouri,Holt County,4,5A,1.3967
Missouri,Holt County,5,5A,1.62645
Missouri,Holt County,6,5A,1.5239
Missouri,Holt County,7,5A,1.71935
Missouri,Holt County,8,5A,1.84215
Missouri,Holt County,9,5A,1.8685
Missouri,Holt County,10,5A,2.0975
Missouri,Holt County,11,5A,1.2394
Missouri,Holt County,12,5A,1.42885
Missouri,Holt County,13,5A,1.3582
Missouri,Holt County,14,5A,1.5709
Missouri,Howard County,1,4A,1.17335
Missouri,Howard County,2,4A,1.14975
Missouri,Howard County,3,4A,1.5183
Missouri,Howard County,4,4A,1.3989
Missouri,Howard County,5,4A,1.62745
Missouri,Howard County,6,4A,1.5598
Missouri,Howard County,7,4A,1.77255
Missouri,Howard County,8,4A,1.8474
Missouri,Howard County,9,4A,1.9314
Missouri,Howard County,10,4A,2.1151
Missouri,Howard County,11,4A,1.28235
Missouri,Howard County,12,4A,1.43915
Missouri,Howard County,13,4A,1.36535
Missouri,Howard County,14,4A,1.5873
Missouri,Howell County,1,4A,1.17335
Missouri,Howell County,2,4A,1.14975
Missouri,Howell County,3,4A,1.5183
Missouri,Howell County,4,4A,1.3989
Missouri,Howell County,5,4A,1.62745
Missouri,Howell County,6,4A,1.5598
Missouri,Howell County,7,4A,1.77255
Missouri,Howell County,8,4A,1.8474
Missouri,Howell County,9,4A,1.9314
Missouri,Howell County,10,4A,2.1151
Missouri,Howell County,11,4A,1.28235
Missouri,Howell County,12,4A,1.43915
Missouri,Howell County,13,4A,1.36535
Missouri,Howell County,14,4A,1.5873
Missouri,Iron County,1,4A,1.17335
Missouri,Iron County,2,4A,1.14975
Missouri,Iron County,3,4A,1.5183
Missouri,Iron County,4,4A,1.3989
Missouri,Iron County,5,4A,1.62745
Missouri,Iron County,6,4A,1.5598
Missouri,Iron County,7,4A,1.77255
Missouri,Iron County,8,4A,1.8474
Missouri,Iron County,9,4A,1.9314
